ID,score,is_solution
XGene7520__9194_reverseEXCHANGE1,1,0
XGene7520__6566EXCHANGE1,2,0
XGene7520__6566_reverseEXCHANGE1,2,0
XGene7529__ETOHtEXCHANGE1,1,0
XGene7529__ETOHt_reverseEXCHANGE1,1,0
XGene7531__ACALDtEXCHANGE1,2,0
XGene7531__ACALDt_reverseEXCHANGE1,1,0
XGene7533__80704EXCHANGE1,2,0
XGene7533__80704_reverseEXCHANGE1,3,0
XGene7533__10560EXCHANGE1,2,0
XGene7533__10560_reverseEXCHANGE1,2,0
XGene7537__81539EXCHANGE1,2,0
XGene7537__11254EXCHANGE1,1,0
XGene7537__54407EXCHANGE2,3,1
XGene7537__55089EXCHANGE1,2,0
XGene7537__340024_57393EXCHANGE1,1,0
XGene7537__340024_59272EXCHANGE1,1,0
XGene7541__MK8tEXCHANGE1,3,0
XGene7541__MK8t_reverseEXCHANGE1,2,0
XGene7546__206358EXCHANGE1,2,0
XGene7546__206358_reverseEXCHANGE1,1,0
XGene7553__6566EXCHANGE1,1,0
XGene7553__6566_reverseEXCHANGE1,2,0
XGene7553__9194EXCHANGE1,2,0
XGene7553__9194_reverseEXCHANGE1,2,0
XGene7553__9123EXCHANGE1,2,0
XGene7553__9123_reverseEXCHANGE1,1,0
XGene7554__51660_25874EXCHANGE1,1,0
XGene7554__51660_25874_reverseEXCHANGE1,2,0
XGene7555__3MOX4HOXMteEXCHANGE1,2,0
XGene7557__GLXteEXCHANGE1,2,0
XGene7559__CE4970tmEXCHANGE1,1,0
XMetab__193872___c____,2,0
XGene7560__9152EXCHANGE1,2,0
XGene7560__9152EXCHANGE2,1,0
XGene7560__9152_reverseEXCHANGE1,2,0
XGene7560__9152_reverseEXCHANGE2,2,0
XGene7562__CE2026tmEXCHANGE1,1,0
XMetab__169485___c____,2,0
XGene7563__9152EXCHANGE1,2,0
XGene7563__9152EXCHANGE2,2,0
XGene7563__9152_reverseEXCHANGE1,3,0
XGene7563__9152_reverseEXCHANGE2,2,0
XGene7565__CE4968tmEXCHANGE1,1,0
XMetab__546304___c____,2,0
XGene7566__9152EXCHANGE1,2,0
XGene7566__9152EXCHANGE2,1,0
XGene7566__9152_reverseEXCHANGE1,1,0
XGene7566__9152_reverseEXCHANGE2,2,0
XMetab__actyr___m____,2,0
XGene7569__ACTYRtcEXCHANGE1,2,0
XMetab__actyr___c____,2,0
XGene7570__ACTYRteEXCHANGE1,2,0
XMetab__sucaceto___c____,3,0
XGene7575__SUCACETOteEXCHANGE1,2,0
XGene7579__CE2176tmEXCHANGE1,2,0
XMetab__nacvanala___m____,2,0
XGene7581__NACVANALAtmEXCHANGE1,2,0
XMetab__nacvanala___c____,1,0
XGene7582__NACVANALAteEXCHANGE1,2,0
XGene7583__VANILLACteEXCHANGE1,1,0
XGene7587__2H3MVteEXCHANGE1,2,0
XGene7587__2H3MVte_reverseEXCHANGE1,2,0
XGene7590__2HIVteEXCHANGE1,2,0
XGene7590__2HIVte_reverseEXCHANGE1,2,0
XMetab__2m3hbu___m____,3,0
XGene7593__2M3HBUtmEXCHANGE1,2,0
XMetab__2m3hbu___c____,1,0
XGene7594__2M3HBUteEXCHANGE1,1,0
XMetab__2m3ovac___m____,2,0
XGene7598__2M3OVACtmEXCHANGE1,2,0
XGene7600__2M3HVACteEXCHANGE1,4,0
XMetab__3h3mglt___c____,2,0
XGene7603__3H3MGLTteEXCHANGE1,2,0
XMetab__3mglutac___m____,2,0
XGene7606__3MGLUTACtmEXCHANGE1,2,0
XGene7607__3MGLUTACteEXCHANGE1,3,0
XMetab__3mglutr___c____,2,0
XGene7610__3MGLUTRteEXCHANGE1,3,0
XGene7613__PPIOGLYtmEXCHANGE1,1,0
XMetab__ppiogly___c____,2,0
XGene7614__PPIOGLYteEXCHANGE1,2,0
XMetab__mvlac___c____,1,0
XGene7617__MVLACteEXCHANGE1,2,0
XGene7620__TIGGLYtmEXCHANGE1,2,0
XMetab__tiggly___c____,2,0
XGene7621__TIGGLYteEXCHANGE1,3,0
XMetab__3ohglutac___m____,2,0
XGene7626__3OHGLUTACtmEXCHANGE1,1,0
XMetab__3ohglutac___c____,2,0
XGene7627__3OHGLUTACteEXCHANGE1,3,0
XGene7628__9376EXCHANGE1,2,0
XGene7628__9376EXCHANGE2,2,0
XGene7628__9376_reverseEXCHANGE1,2,0
XGene7628__9376_reverseEXCHANGE2,1,0
XMetab__glutcon___m____,2,0
XGene7632__GLUTCONtmEXCHANGE1,2,0
XMetab__glutcon___c____,2,0
XGene7633__GLUTCONteEXCHANGE1,1,0
XMetab__3hivac___m____,2,0
XGene7636__3HIVActmEXCHANGE1,2,0
XMetab__3hivac___c____,2,0
XGene7637__3HIVActeEXCHANGE1,2,0
XMetab__3hadpac___x____,1,0
XGene7641__3HADPACtxcEXCHANGE1,2,0
XMetab__3hadpac___c____,2,0
XGene7642__3HADPACteEXCHANGE1,1,0
XMetab__3ohsebac___x____,3,0
XGene7646__3OHSEBACtxcEXCHANGE1,2,0
XMetab__3ohsebac___c____,1,0
XGene7647__3OHSEBACteEXCHANGE1,3,0
XMetab__3ohsubac___x____,1,0
XGene7651__3OHSUBACtxcEXCHANGE1,1,0
XMetab__3ohsubac___c____,2,0
XGene7652__3OHSUBACteEXCHANGE1,1,0
XMetab__5ohhexa___c____,2,0
XGene7656__5OHHEXAteEXCHANGE1,2,0
XMetab__7ohocata___c____,2,0
XGene7659__7OHOCTAteEXCHANGE1,2,0
XMetab__ethmalac___c____,2,0
XGene7663__ETHMALACteEXCHANGE1,2,0
XMetab__hexgly___c____,2,0
XGene7666__HEXGLYteEXCHANGE1,2,0
XMetab__methsucc___c____,2,0
XGene7670__METHSUCCteEXCHANGE1,2,0
XMetab__subgly___c____,2,0
XGene7673__SUBGLYteEXCHANGE1,2,0
XMetab__4ohbut___m____,2,0
XGene7676__4OHBUTtmcEXCHANGE1,1,0
XMetab__4ohbut___c____,2,0
XGene7677__4OHBUTtceEXCHANGE1,2,0
XGene7679__12HPETUPKtEXCHANGE1,2,0
XGene7680__15HPETUPKtEXCHANGE1,2,0
XGene7681__3AIBSYMPtEXCHANGE1,2,0
XGene7681__3AIBSYMPt_reverseEXCHANGE1,2,0
XMetab__439434___c____,1,0
XGene7682__5244EXCHANGE2,2,0
XGene7682__19EXCHANGE2,2,0
XGene7682__5205EXCHANGE1,2,0
XGene7682__57198EXCHANGE1,2,0
XGene7682__57194EXCHANGE1,2,0
XGene7683__APRGSTRNABCtEXCHANGE1,2,0
XGene7684__C14770UPKtEXCHANGE1,2,0
XGene7685__C14771UPKtEXCHANGE1,2,0
XGene7686__CE1243UPKtEXCHANGE1,2,0
XGene7687__376497EXCHANGE2,2,0
XGene7687__11001EXCHANGE1,2,0
XGene7687__11000EXCHANGE1,1,0
XGene7687__10999EXCHANGE1,3,0
XGene7687__10998EXCHANGE1,2,0
XGene7687__28965EXCHANGE1,2,0
XGene7688__376497EXCHANGE2,2,0
XGene7688__11001EXCHANGE1,1,0
XGene7688__11000EXCHANGE1,2,0
XGene7688__10999EXCHANGE1,2,0
XGene7688__10998EXCHANGE1,2,0
XGene7688__28965EXCHANGE1,2,0
XGene7689__CE7082UPKtEXCHANGE1,1,0
XGene7690__CE7172UPKtEXCHANGE1,2,0
XGene7691__DIGALSGALSIDESECtEXCHANGE1,2,0
XGene7692__376497EXCHANGE2,2,0
XGene7692__11001EXCHANGE1,1,0
XGene7692__11000EXCHANGE1,2,0
XGene7692__10999EXCHANGE1,2,0
XGene7692__10998EXCHANGE1,1,0
XGene7692__28965EXCHANGE1,2,0
XGene7693__5244EXCHANGE2,4,0
XGene7693__19EXCHANGE2,1,0
XGene7693__5205EXCHANGE1,2,0
XGene7693__57198EXCHANGE1,2,0
XGene7693__57194EXCHANGE1,3,0
XGene7694__PAIL_hs_SECtEXCHANGE1,2,0
XMetab__pailpalm_hs___c____,4,0
XGene7695__PAILPALM_HSSECtEXCHANGE1,1,0
XMetab__pailar_hs___c____,2,0
XGene7696__PAILR_HSSECtEXCHANGE1,1,0
XGene7697__5244EXCHANGE2,2,0
XMetab__pcholn226_hs___c____,2,0
XGene7697__19EXCHANGE2,2,0
XGene7697__5205EXCHANGE1,1,0
XGene7697__57198EXCHANGE1,2,0
XGene7697__57194EXCHANGE1,2,0
XGene7698__5244EXCHANGE2,2,0
XMetab__pchol2linl_hs___c____,2,0
XGene7698__19EXCHANGE2,1,0
XGene7698__5205EXCHANGE1,4,0
XGene7698__57198EXCHANGE1,2,0
XGene7698__57194EXCHANGE1,2,0
XGene7699__5244EXCHANGE2,1,0
XMetab__pchol2ole_hs___c____,1,0
XGene7699__19EXCHANGE2,2,0
XGene7699__5205EXCHANGE1,2,0
XGene7699__57198EXCHANGE1,3,0
XGene7699__57194EXCHANGE1,2,0
XGene7700__5244EXCHANGE2,1,0
XMetab__pchol2ste_hs___c____,2,0
XGene7700__19EXCHANGE2,2,0
XGene7700__5205EXCHANGE1,1,0
XGene7700__57198EXCHANGE1,2,0
XGene7700__57194EXCHANGE1,1,0
XGene7701__5244EXCHANGE2,2,0
XMetab__pcholar_hs___c____,1,0
XGene7701__19EXCHANGE2,1,0
XGene7701__5205EXCHANGE1,2,0
XGene7701__57198EXCHANGE1,1,0
XGene7701__57194EXCHANGE1,2,0
XGene7702__5244EXCHANGE2,2,0
XMetab__pcholdoc_hs___c____,1,0
XGene7702__19EXCHANGE2,1,0
XGene7702__5205EXCHANGE1,2,0
XGene7702__57198EXCHANGE1,3,0
XGene7702__57194EXCHANGE1,2,0
XGene7703__5244EXCHANGE2,1,0
XMetab__pcholeic_hs___c____,1,0
XGene7703__19EXCHANGE2,2,0
XGene7703__5205EXCHANGE1,2,0
XGene7703__57198EXCHANGE1,1,0
XGene7703__57194EXCHANGE1,2,0
XGene7704__5244EXCHANGE2,2,0
XMetab__pcholet_hs___c____,1,0
XGene7704__19EXCHANGE2,2,0
XGene7704__5205EXCHANGE1,1,0
XGene7704__57198EXCHANGE1,1,0
XGene7704__57194EXCHANGE1,2,0
XGene7705__5244EXCHANGE2,2,0
XMetab__24779463___c____,2,0
XGene7705__19EXCHANGE2,2,0
XGene7705__5205EXCHANGE1,1,0
XGene7705__57198EXCHANGE1,2,0
XGene7705__57194EXCHANGE1,2,0
XGene7706__5244EXCHANGE2,2,0
XMetab__pchollinl_hs___c____,1,0
XGene7706__19EXCHANGE2,1,0
XGene7706__5205EXCHANGE1,2,0
XGene7706__57198EXCHANGE1,1,0
XGene7706__57194EXCHANGE1,1,0
XGene7707__5244EXCHANGE2,3,0
XMetab__53480465___c____,2,0
XGene7707__19EXCHANGE2,1,0
XGene7707__5205EXCHANGE1,2,0
XGene7707__57198EXCHANGE1,1,0
XGene7707__57194EXCHANGE1,2,0
XGene7708__5244EXCHANGE2,1,0
XMetab__pcholn15_hs___c____,3,0
XGene7708__19EXCHANGE2,2,0
XGene7708__5205EXCHANGE1,1,0
XGene7708__57198EXCHANGE1,4,0
XGene7708__57194EXCHANGE1,2,0
XGene7709__5244EXCHANGE2,1,0
XMetab__pcholn183_hs___c____,1,0
XGene7709__19EXCHANGE2,1,0
XGene7709__5205EXCHANGE1,2,0
XGene7709__57198EXCHANGE1,2,0
XGene7709__57194EXCHANGE1,2,0
XGene7710__5244EXCHANGE2,2,0
XMetab__pcholn1836_hs___c____,1,0
XGene7710__19EXCHANGE2,1,0
XGene7710__5205EXCHANGE1,2,0
XGene7710__57198EXCHANGE1,1,0
XGene7710__57194EXCHANGE1,1,0
XGene7711__5244EXCHANGE2,3,0
XMetab__pcholn19_hs___c____,1,0
XGene7711__19EXCHANGE2,1,0
XGene7711__5205EXCHANGE1,2,0
XGene7711__57198EXCHANGE1,2,0
XGene7711__57194EXCHANGE1,1,0
XGene7712__5244EXCHANGE2,2,0
XMetab__pcholn201_hs___c____,1,0
XGene7712__19EXCHANGE2,3,0
XGene7712__5205EXCHANGE1,1,0
XGene7712__57198EXCHANGE1,1,0
XGene7712__57194EXCHANGE1,1,0
XGene7713__5244EXCHANGE2,3,0
XMetab__pcholn203_hs___c____,1,0
XGene7713__19EXCHANGE2,1,0
XGene7713__5205EXCHANGE1,2,0
XGene7713__57198EXCHANGE1,2,0
XGene7713__57194EXCHANGE1,2,0
XGene7714__5244EXCHANGE2,2,0
XMetab__53480469___c____,4,0
XGene7714__19EXCHANGE2,1,0
XGene7714__5205EXCHANGE1,1,0
XGene7714__57198EXCHANGE1,4,0
XGene7714__57194EXCHANGE1,2,0
XGene7715__5244EXCHANGE2,2,0
XMetab__pcholn205_hs___c____,2,0
XGene7715__19EXCHANGE2,1,0
XGene7715__5205EXCHANGE1,1,0
XGene7715__57198EXCHANGE1,2,0
XGene7715__57194EXCHANGE1,2,0
XGene7716__5244EXCHANGE2,2,0
XMetab__pcholn224_hs___c____,1,0
XGene7716__19EXCHANGE2,1,0
XGene7716__5205EXCHANGE1,1,0
XGene7716__57198EXCHANGE1,2,0
XGene7716__57194EXCHANGE1,2,0
XGene7717__5244EXCHANGE2,2,0
XMetab__pcholn225_hs___c____,1,0
XGene7717__19EXCHANGE2,2,0
XGene7717__5205EXCHANGE1,1,0
XGene7717__57198EXCHANGE1,2,0
XGene7717__57194EXCHANGE1,2,0
XGene7718__5244EXCHANGE2,1,0
XMetab__pcholn2254_hs___c____,3,0
XGene7718__19EXCHANGE2,2,0
XGene7718__5205EXCHANGE1,1,0
XGene7718__57198EXCHANGE1,2,0
XGene7718__57194EXCHANGE1,2,0
XGene7719__5244EXCHANGE2,1,0
XMetab__24779481___c____,2,0
XGene7719__19EXCHANGE2,2,0
XGene7719__5205EXCHANGE1,2,0
XGene7719__57198EXCHANGE1,2,0
XGene7719__57194EXCHANGE1,2,0
XGene7720__5244EXCHANGE2,2,0
XMetab__16081932___c____,2,0
XGene7720__19EXCHANGE2,2,0
XGene7720__5205EXCHANGE1,2,0
XGene7720__57198EXCHANGE1,2,0
XGene7720__57194EXCHANGE1,2,0
XGene7721__5244EXCHANGE2,2,0
XMetab__pcholpalme_hs___c____,1,0
XGene7721__19EXCHANGE2,3,0
XGene7721__5205EXCHANGE1,1,0
XGene7721__57198EXCHANGE1,2,0
XGene7721__57194EXCHANGE1,2,0
XGene7722__5244EXCHANGE2,4,0
XMetab__497299___c____,1,0
XGene7722__19EXCHANGE2,2,0
XGene7722__5205EXCHANGE1,1,0
XGene7722__57198EXCHANGE1,2,0
XGene7722__57194EXCHANGE1,2,0
XMetab__pe12_hs___c____,2,0
XGene7723__23250EXCHANGE1,2,0
XGene7723__286410EXCHANGE1,1,0
XMetab__pe13_hs___c____,2,0
XGene7724__23250EXCHANGE1,2,0
XGene7724__286410EXCHANGE1,2,0
XMetab__pe14_hs___c____,2,0
XGene7725__23250EXCHANGE1,2,0
XGene7725__286410EXCHANGE1,2,0
XMetab__pe15_hs___c____,2,0
XGene7726__23250EXCHANGE1,3,0
XGene7726__286410EXCHANGE1,3,0
XMetab__pe161_hs___c____,2,0
XGene7727__23250EXCHANGE1,2,0
XGene7727__286410EXCHANGE1,2,0
XMetab__pe17_hs___c____,2,0
XGene7728__23250EXCHANGE1,3,0
XGene7728__286410EXCHANGE1,2,0
XMetab__pe203_hs___c____,3,0
XGene7729__23250EXCHANGE1,1,0
XGene7729__286410EXCHANGE1,2,0
XMetab__pe226_hs___c____,2,0
XGene7730__23250EXCHANGE1,2,0
XGene7730__286410EXCHANGE1,2,0
XMetab__pe2linl_hs___c____,2,0
XGene7731__23250EXCHANGE1,3,0
XGene7731__286410EXCHANGE1,2,0
XMetab__pear_hs___c____,2,0
XGene7732__23250EXCHANGE1,1,0
XGene7732__286410EXCHANGE1,2,0
XMetab__pedh203_hs___c____,2,0
XGene7733__23250EXCHANGE1,2,0
XGene7733__286410EXCHANGE1,2,0
XMetab__pelinl_hs___c____,4,0
XGene7734__23250EXCHANGE1,2,0
XGene7734__286410EXCHANGE1,2,0
XMetab__pepalm_hs___c____,2,0
XGene7735__23250EXCHANGE1,1,0
XGene7735__286410EXCHANGE1,1,0
XMetab__peole_hs___c____,1,0
XGene7736__23250EXCHANGE1,2,0
XGene7736__286410EXCHANGE1,1,0
XGene7737__5244EXCHANGE2,1,0
XMetab__pcholpalm_hs___c____,1,0
XGene7737__19EXCHANGE2,2,0
XGene7737__5205EXCHANGE1,3,0
XGene7737__57198EXCHANGE1,1,0
XGene7737__57194EXCHANGE1,2,0
XMetab__peste_hs___c____,3,0
XGene7738__23250EXCHANGE1,1,0
XGene7738__286410EXCHANGE1,2,0
XGene7739__SPHMYLN_HsSECtEXCHANGE1,2,0
XMetab__sphmyln180241_hs___c____,2,0
XGene7740__SPHMYLN180241_hs_SECtEXCHANGE1,2,0
XMetab__sphmyln18114_hs___c____,2,0
XGene7741__SPHMYLN18114_hs_SECtEXCHANGE1,2,0
XMetab__sphmyln18115_hs___c____,1,0
XGene7742__SPHMYLN18115_hs_SECtEXCHANGE1,1,0
XMetab__sphmyln18116_hs___c____,2,0
XGene7743__SPHMYLN18116_hs_SECtEXCHANGE1,2,0
XMetab__sphmyln181161_hs___c____,2,0
XGene7744__SPHMYLN181161_hs_SECtEXCHANGE1,2,0
XMetab__sphmyln18117_hs___c____,1,0
XGene7745__SPHMYLN18117_hs_SECtEXCHANGE1,2,0
XMetab__sphmyln18118_hs___c____,2,0
XGene7746__SPHMYLN18118_hs_SECtEXCHANGE1,2,0
XMetab__sphmyln181181_hs___c____,2,0
XGene7747__SPHMYLN181181_hs_SECtEXCHANGE1,3,0
XMetab__sphmyln18120_hs___c____,2,0
XGene7748__SPHMYLN18120_hs_SECtEXCHANGE1,2,0
XMetab__sphmyln181201_hs___c____,2,0
XGene7749__SPHMYLN181201_hs_SECtEXCHANGE1,2,0
XMetab__sphmyln18121_hs___c____,1,0
XGene7750__SPHMYLN18121_hs_SECtEXCHANGE1,2,0
XMetab__sphmyln18122_hs___c____,2,0
XGene7751__SPHMYLN18122_hs_SECtEXCHANGE1,2,0
XMetab__sphmyln181221_hs___c____,1,0
XGene7752__SPHMYLN181221_hs_SECtEXCHANGE1,3,0
XMetab__sphmyln18123_hs___c____,4,0
XGene7753__SPHMYLN18123_hs_SECtEXCHANGE1,1,0
XMetab__sphmyln1824_hs___c____,2,0
XGene7754__SPHMYLN1824_hs_SECtEXCHANGE1,1,0
XMetab__sphmyln1825_hs___c____,1,0
XGene7755__SPHMYLN1825_hs_SECtEXCHANGE1,2,0
XGene7756__3AIBt1EXCHANGE1,2,0
XGene7756__3AIBt1_reverseEXCHANGE1,2,0
XGene7757__AK2LGCHOLt1EXCHANGE1,1,0
XGene7758__6573EXCHANGE1,1,0
XGene7758__6573EXCHANGE2,1,0
XGene7758__6573_reverseEXCHANGE1,2,0
XGene7758__6573_reverseEXCHANGE2,1,0
XMetab__92747___c____,2,0
XGene7759__5243EXCHANGE2,2,0
X5243,1,0
XGene7759__4363EXCHANGE2,3,0
XGene7760__PAFt1EXCHANGE1,1,0
XGene7761__PCHOL2LINL_HSt1eEXCHANGE1,1,0
XGene7762__PCHOL2OLE_HSt1eEXCHANGE1,2,0
XGene7763__PCHOL2STE_HSt1eEXCHANGE1,2,0
XGene7764__PCHOLAR_HSt1eEXCHANGE1,3,0
XGene7765__PCHOLDOC_HSt1eEXCHANGE1,3,0
XGene7766__PCHOLEIC_HSt1eEXCHANGE1,2,0
XGene7767__PCHOLET_HSt1eEXCHANGE1,1,0
XGene7768__PCHOLHEP_HSt1eEXCHANGE1,2,0
XGene7769__PCHOLLINL_HSt1eEXCHANGE1,2,0
XGene7770__PCHOLMYR_Hst1eEXCHANGE1,1,0
XGene7771__PCHOLN15_HSt1eEXCHANGE1,3,0
XGene7772__PCHOLN183_HSt1eEXCHANGE1,2,0
XGene7773__PCHOLN1836_HSt1eEXCHANGE1,2,0
XGene7774__PCHOLN19_HSt1eEXCHANGE1,1,0
XGene7775__PCHOLN201_HSt1eEXCHANGE1,2,0
XGene7776__PCHOLN203_HSt1eEXCHANGE1,1,0
XGene7777__PCHOLN204_HSt1eEXCHANGE1,2,0
XGene7778__PCHOLN205_HSt1eEXCHANGE1,2,0
XGene7779__PCHOLN224_HSt1eEXCHANGE1,2,0
XGene7780__PCHOLN225_HSt1eEXCHANGE1,1,0
XGene7781__PCHOLN2254_HSt1eEXCHANGE1,2,0
XGene7782__PCHLN225_HSt1eEXCHANGE1,1,0
XGene7783__PCHOLN264_HSt1eEXCHANGE1,1,0
XGene7784__PCHOLOLE_HSt1eEXCHANGE1,1,0
XGene7785__PEPALM_HSt1eEXCHANGE1,2,0
XGene7786__PCHOLPALME______HSt1eEXCHANGE1,2,0
XGene7787__PCHOLSTE_HSt1eEXCHANGE1,2,0
XGene7788__PE12_HSt1eEXCHANGE1,2,0
XGene7789__Pe13_HSt1eEXCHANGE1,2,0
XGene7790__PE14_HSt1eEXCHANGE1,1,0
XGene7791__PE15_HSt1eEXCHANGE1,1,0
XGene7792__PE161_HSt1eEXCHANGE1,2,0
XGene7793__PE17_HSt1eEXCHANGE1,2,0
XGene7794__PE203_HSt1eEXCHANGE1,2,0
XGene7795__PE226_HSt1eEXCHANGE1,3,0
XGene7796__PE2LINL_HSt1eEXCHANGE1,1,0
XGene7797__PEAR_HSt1eEXCHANGE1,4,0
XGene7798__PEDH203_HSt1eEXCHANGE1,2,0
XGene7799__PELINL_HSt1eEXCHANGE1,1,0
XGene7800__PEOLE_HSt1eEXCHANGE1,2,0
XGene7801__PELPALM_HSt1eEXCHANGE1,2,0
XGene7802__PESTE_HSt1eEXCHANGE1,2,0
XGene7803__5243EXCHANGE2,3,0
XGene7803__4363EXCHANGE2,2,0
XGene7804__5243EXCHANGE2,2,0
XGene7804__4363EXCHANGE2,2,0
XGene7805__5243EXCHANGE2,1,0
XGene7805__4363EXCHANGE2,3,0
XGene7806__5243EXCHANGE2,2,0
XGene7806__4363EXCHANGE2,2,0
XGene7807__5243EXCHANGE2,2,0
XGene7807__4363EXCHANGE2,2,0
XGene7808__5243EXCHANGE2,2,0
XGene7808__4363EXCHANGE2,2,0
XGene7809__5243EXCHANGE2,2,0
XGene7809__4363EXCHANGE2,1,0
XGene7810__5243EXCHANGE2,2,0
XGene7810__4363EXCHANGE2,2,0
XGene7811__5243EXCHANGE2,2,0
XGene7811__4363EXCHANGE2,2,0
XGene7812__5243EXCHANGE2,2,0
XGene7812__4363EXCHANGE2,2,0
XGene7813__5243EXCHANGE2,2,0
XGene7813__4363EXCHANGE2,2,0
XGene7814__5243EXCHANGE2,1,0
XGene7814__4363EXCHANGE2,1,0
XGene7815__5243EXCHANGE2,2,0
XGene7815__4363EXCHANGE2,2,0
XGene7816__5243EXCHANGE2,2,0
XGene7816__4363EXCHANGE2,1,0
XGene7817__5243EXCHANGE2,3,0
XGene7817__4363EXCHANGE2,2,0
XGene7818__5243EXCHANGE2,2,0
XGene7818__4363EXCHANGE2,2,0
XGene7819__5243EXCHANGE2,2,0
XGene7819__4363EXCHANGE2,1,0
XMetab__2hydog___c____,2,0
XGene7820__9376EXCHANGE1,1,0
XGene7820__9376EXCHANGE2,1,0
XGene7820__9376_reverseEXCHANGE1,2,0
XGene7820__9376_reverseEXCHANGE2,3,0
XMetab__2hydog___e____,1,0
XGene7821__2HYDOGteEXCHANGE1,1,0
XMetab__743___c____,1,0
XGene7822__9376EXCHANGE1,2,0
XGene7822__9376EXCHANGE2,2,0
XGene7822__9376_reverseEXCHANGE1,1,0
XGene7822__9376_reverseEXCHANGE2,2,0
XMetab__743___e____,2,0
XGene7823__GLUTARteEXCHANGE1,1,0
XMetab__thexdd___m____,2,0
XGene7825__7350EXCHANGE1,1,0
XMetab__thexdd___c____,1,0
XGene7826__THEXDDteEXCHANGE1,2,0
XMetab__hexdtr___m____,2,0
XGene7829__7350EXCHANGE1,1,0
XMetab__hexdtr___c____,2,0
XGene7830__HEXDTRteEXCHANGE1,1,0
XMetab__hpdece___m____,1,0
XGene7834__7350EXCHANGE1,1,0
XMetab__hpdece___c____,1,0
XGene7835__HPDECEteEXCHANGE1,2,0
XMetab__eic21114tr___c____,2,0
XGene7838__EIC21114TRteEXCHANGE1,2,0
XMetab__5eipenc___m____,2,0
XGene7841__7350EXCHANGE1,2,0
XMetab__5eipenc___c____,2,0
XGene7842__5EIPENCteEXCHANGE1,2,0
XGene7844__55867EXCHANGE2,2,0
XGene7844__55867EXCHANGE1,1,0
XGene7844__55867_reverseEXCHANGE1,2,0
XGene7844__55867_reverseEXCHANGE2,2,0
XMetab__199___c____,2,0
XGene7845__6582EXCHANGE1,2,0
XGene7845__6582_reverseEXCHANGE1,1,0
XGene7846__5243EXCHANGE2,3,0
XGene7847__5243EXCHANGE2,1,0
XMetab__102030___c____,2,0
XGene7848__5243EXCHANGE2,2,0
XMetab__5880___c____,2,0
XGene7849__5243EXCHANGE2,1,0
XGene7850__5243EXCHANGE2,2,0
XGene7851__5243EXCHANGE2,2,0
XGene7852__5243EXCHANGE2,2,0
XGene7853__5243EXCHANGE2,2,0
XGene7854__5243EXCHANGE2,2,0
XMetab__101771___c____,2,0
XGene7855__5243EXCHANGE2,2,0
XGene7856__5243EXCHANGE2,1,0
XGene7857__5243EXCHANGE2,1,0
XGene7858__5243EXCHANGE2,1,0
XGene7859__5243EXCHANGE2,2,0
XGene7860__5243EXCHANGE2,2,0
XGene7861__5243EXCHANGE2,1,0
XGene7862__5243EXCHANGE2,2,0
XGene7863__5243EXCHANGE2,2,0
XGene7864__343EXCHANGE1,2,0
XGene7864__343_reverseEXCHANGE1,2,0
XGene7865__1244EXCHANGE1,2,0
XGene7867__4363EXCHANGE2,2,0
XGene7868__6518EXCHANGE1,2,0
XGene7868__6518_reverseEXCHANGE1,1,0
XMetab__33037___c____,1,0
XMetab__11970___c____,1,0
XGene7869__6566EXCHANGE1,3,0
XGene7869__6566_reverseEXCHANGE1,2,0
XGene7870__6580EXCHANGE1,2,0
XGene7870__6580_reverseEXCHANGE1,1,0
XGene7871__6581EXCHANGE1,1,0
XGene7871__6581_reverseEXCHANGE1,1,0
XGene7872__6582EXCHANGE1,2,0
XGene7872__6582_reverseEXCHANGE1,1,0
XGene7873__6582EXCHANGE1,1,0
XGene7873__6582_reverseEXCHANGE1,1,0
XGene7874__9194EXCHANGE1,1,0
XGene7874__9194_reverseEXCHANGE1,1,0
XGene7875__9429EXCHANGE2,3,0
XGene7876__113235EXCHANGE1,2,0
XGene7877__222962EXCHANGE1,1,0
XGene7877__222962_reverseEXCHANGE1,2,0
XGene7878__222962EXCHANGE1,2,0
XGene7878__222962_reverseEXCHANGE1,2,0
XGene7879__222962EXCHANGE1,2,0
XGene7879__222962_reverseEXCHANGE1,3,0
XMetab__15103___e____,2,0
XGene7880__81539EXCHANGE1,2,0
XGene7880__11254EXCHANGE1,1,0
XGene7880__54407EXCHANGE2,2,0
XGene7880__6584EXCHANGE1,1,0
XGene7880__340024_57393EXCHANGE1,2,0
XGene7880__340024_59272EXCHANGE1,2,0
XMetab__16061126___c____,2,0
XGene7881__10257EXCHANGE1,3,0
XGene7881__4363EXCHANGE2,1,0
XGene7882__10257EXCHANGE1,3,0
XGene7882__4363EXCHANGE2,2,0
XMetab__5283158___c____,1,0
XGene7883__10257EXCHANGE1,2,0
XGene7883__4363EXCHANGE2,1,0
XGene7884__10257EXCHANGE1,1,0
XGene7884__4363EXCHANGE2,2,0
XGene7885__10257EXCHANGE1,1,0
XGene7885__4363EXCHANGE2,2,0
XGene7886__10599EXCHANGE1,1,0
XGene7886__28234EXCHANGE1,3,0
XGene7887__10599EXCHANGE1,3,0
XGene7887__28234EXCHANGE1,2,0
XGene7887__11309EXCHANGE1,2,0
XMetab__C05770___c____,2,0
XGene7888__1244EXCHANGE1,1,0
XGene7888__10058EXCHANGE1,2,0
